(245,36)	-0.009567261	(541.1, 147.3, 1980.8)
(74,37)	-0.04827881	(327.3, 146.3, 1982.1)
(84,37)	-3.233734	(339.8, 150.2, 1982.1)
(94,37)	-3.206604	(352.3, 150.4, 1982.1)
(149,37)	-0.1002045	(421.1, 151.6, 1982.1)
(152,37)	-2.943588	(424.8, 154.6, 1982.1)
(158,37)	-0.03137207	(432.3, 151.6, 1982.1)
(183,37)	-0.2571411	(463.6, 153.2, 1982.1)
(196,37)	-0.1776886	(479.8, 152.9, 1982.1)
(201,37)	-0.09912109	(486.1, 153.5, 1982.1)
(233,37)	-0.4977417	(526.1, 148.9, 1982.1)
(241,37)	-1.458572	(536.1, 148.8, 1982.1)
(153,38)	-3.430161	(426.1, 155.1, 1983.3)
(175,38)	-0.003158569	(453.6, 152.8, 1983.3)
(193,38)	-0.1915283	(476.1, 153.6, 1983.3)
(215,38)	-0.1101837	(503.6, 152.2, 1983.3)
(228,38)	-0.1950836	(519.8, 151.0, 1983.3)
(74,39)	-0.05447388	(327.3, 146.4, 1984.6)
(84,39)	-3.256958	(339.8, 150.3, 1984.6)
(94,39)	-3.221939	(352.3, 150.4, 1984.6)
(95,39)	-3.140976	(353.6, 150.4, 1984.6)
(97,39)	-3.193008	(356.1, 150.5, 1984.6)
(99,39)	-3.248672	(358.6, 150.5, 1984.6)
(121,39)	-0.5220795	(386.1, 150.0, 1984.6)
(155,39)	-0.6352081	(428.6, 152.4, 1984.6)
(229,39)	-0.2717285	(521.1, 151.5, 1984.6)
(255,39)	-0.3057709	(553.6, 146.0, 1984.6)
(75,40)	-0.003326416	(328.6, 146.4, 1985.8)
(77,40)	-0.06074524	(331.1, 146.5, 1985.8)
(79,40)	-0.0151062	(333.6, 146.4, 1985.8)
(96,40)	-0.004135132	(354.8, 147.2, 1985.8)
(97,40)	-0.02481079	(356.1, 147.2, 1985.8)
(98,40)	-0.03050232	(357.3, 147.2, 1985.8)
(200,40)	-0.6289215	(484.8, 155.7, 1985.8)
(244,40)	-0.03266907	(539.8, 149.3, 1985.8)
(76,41)	-0.01469421	(329.8, 146.3, 1987.1)
(79,41)	-0.00151062	(333.6, 146.3, 1987.1)
(121,41)	-0.3585052	(386.1, 150.1, 1987.1)
(194,41)	-0.05685425	(477.3, 154.3, 1987.1)
(199,41)	-1.78688	(483.6, 155.4, 1987.1)
(205,41)	-0.09577942	(491.1, 157.1, 1987.1)
(206,41)	-0.1174316	(492.3, 157.5, 1987.1)
(216,41)	-0.006698608	(504.8, 153.8, 1987.1)
(219,41)	-0.164032	(508.6, 153.1, 1987.1)
(220,41)	-0.001068115	(509.8, 152.8, 1987.1)
(229,41)	-0.02267456	(521.1, 153.2, 1987.1)
(240,41)	-0.1607056	(534.8, 150.7, 1987.1)
(242,41)	-0.01051331	(537.3, 150.3, 1987.1)
(278,41)	-0.01860046	(582.3, 142.2, 1987.1)
(197,42)	-1.329117	(481.1, 154.8, 1988.3)
(199,42)	-0.3403015	(483.6, 158.0, 1988.3)
(235,42)	-0.1191559	(528.6, 152.0, 1988.3)
(247,42)	-0.06890869	(543.6, 149.5, 1988.3)
(249,42)	-0.6487122	(546.1, 148.0, 1988.3)
(119,43)	-6.183487	(383.6, 155.8, 1989.6)
(161,43)	-0.5085907	(436.1, 152.8, 1989.6)
(192,43)	-0.04550171	(474.8, 155.0, 1989.6)
(196,43)	-0.02397156	(479.8, 155.9, 1989.6)
(219,43)	-0.01101685	(508.6, 153.4, 1989.6)
(221,43)	-0.06495667	(511.1, 155.2, 1989.6)
(230,43)	-0.334259	(522.3, 154.3, 1989.6)
(233,43)	-1.802765	(526.1, 152.7, 1989.6)
(256,43)	-0.1378479	(554.8, 147.1, 1989.6)
(188,44)	-0.002410889	(469.8, 155.1, 1990.8)
(193,44)	-0.2083893	(476.1, 156.7, 1990.8)
(196,44)	-0.054245	(479.8, 156.4, 1990.8)
(217,44)	-2.834869	(506.1, 156.6, 1990.8)
(253,44)	-0.05393982	(551.1, 148.3, 1990.8)
(10,45)	-0.008514404	(247.3, 143.5, 1992.1)
(121,45)	-5.930984	(386.1, 155.7, 1992.1)
(150,45)	-0.03648376	(422.3, 152.2, 1992.1)
(193,45)	-0.006790161	(476.1, 156.5, 1992.1)
(213,45)	-0.03962708	(501.1, 157.4, 1992.1)
(217,45)	-4.308533	(506.1, 158.1, 1992.1)
(218,45)	-0.1605835	(507.3, 160.0, 1992.1)
(270,45)	-0.03126526	(572.3, 143.9, 1992.1)
(2,46)	-0.06594849	(237.3, 143.7, 1993.3)
(9,46)	-3.051758E-05	(246.1, 143.5, 1993.3)
(178,46)	-0.08209229	(457.3, 155.2, 1993.3)
(191,46)	-0.0411377	(473.6, 156.1, 1993.3)
(206,46)	-0.2933807	(492.3, 158.7, 1993.3)
(207,46)	-2.686539	(493.6, 158.4, 1993.3)
(208,46)	-0.3359528	(494.8, 159.1, 1993.3)
(218,46)	-0.08833313	(507.3, 160.2, 1993.3)
(270,46)	-0.08613586	(572.3, 143.9, 1993.3)
(7,47)	-0.001998901	(243.6, 143.5, 1994.6)
(91,47)	-0.02165222	(348.6, 147.2, 1994.6)
(176,47)	-0.1027374	(454.8, 155.3, 1994.6)
(184,47)	-0.09616089	(464.8, 155.8, 1994.6)
(188,47)	-0.08888245	(469.8, 156.4, 1994.6)
(210,47)	-0.09124756	(497.3, 159.1, 1994.6)
(211,47)	-0.02330017	(498.6, 158.7, 1994.6)
(219,47)	-0.2353058	(508.6, 161.5, 1994.6)
(264,47)	-0.03691101	(564.8, 145.9, 1994.6)
(147,48)	-0.04747009	(418.6, 152.7, 1995.8)
(181,48)	-0.1190033	(461.1, 155.7, 1995.8)
(245,48)	-0.1930847	(541.1, 153.3, 1995.8)
(248,48)	-0.009628296	(544.8, 152.2, 1995.8)
(249,48)	-0.04176331	(546.1, 152.5, 1995.8)
(257,48)	-0.02926636	(556.1, 148.2, 1995.8)
(259,48)	-2.077713	(558.6, 149.0, 1995.8)
(261,48)	-1.580078	(561.1, 148.0, 1995.8)
(264,48)	-0.1948853	(564.8, 146.3, 1995.8)
(102,49)	-0.01579285	(362.3, 148.3, 1997.1)
(103,49)	-0.006378174	(363.6, 148.4, 1997.1)
(152,49)	-0.0009307861	(424.8, 153.7, 1997.1)
(197,49)	-0.1721344	(481.1, 158.3, 1997.1)
(231,49)	-3.519714	(523.6, 158.5, 1997.1)
(241,49)	-0.1618195	(536.1, 157.0, 1997.1)
(259,49)	-0.04588318	(558.6, 148.8, 1997.1)
(286,49)	-0.02061462	(592.3, 141.8, 1997.1)
(17,50)	-0.02461243	(256.1, 143.2, 1998.3)
(79,50)	-0.2365417	(333.6, 146.0, 1998.3)
(82,50)	-0.09805298	(337.3, 146.3, 1998.3)
(113,50)	-0.1476746	(376.1, 150.2, 1998.3)
(150,50)	-0.04870605	(422.3, 153.7, 1998.3)
(189,50)	-1.711731	(471.1, 157.8, 1998.3)
(195,50)	-0.03596497	(478.6, 158.6, 1998.3)
(207,50)	-4.823975	(493.6, 162.9, 1998.3)
(235,50)	-0.1118469	(528.6, 158.8, 1998.3)
(239,50)	-0.2184448	(533.6, 159.2, 1998.3)
(270,50)	-0.04745483	(572.3, 144.9, 1998.3)
(9,51)	-5.954895	(246.1, 149.3, 1999.6)
(11,51)	-6.032303	(248.6, 149.3, 1999.6)
(123,51)	-0.04859924	(388.6, 150.8, 1999.6)
(178,51)	-0.2359772	(457.3, 155.9, 1999.6)
(185,51)	-0.1082458	(466.1, 157.9, 1999.6)
(205,51)	-3.991501	(491.1, 162.5, 1999.6)
(256,51)	-0.05329895	(554.8, 149.8, 1999.6)
(260,51)	-0.06962585	(559.8, 148.3, 1999.6)
(261,51)	-0.2297821	(561.1, 147.9, 1999.6)
(51,52)	-0.005599976	(298.6, 144.3, 2000.8)
(75,52)	-0.04925537	(328.6, 145.3, 2000.8)
(123,52)	-1.90509	(388.6, 152.7, 2000.8)
(190,52)	-0.6617737	(472.3, 160.6, 2000.8)
(203,52)	-2.208618	(488.6, 160.5, 2000.8)
(221,52)	-0.06278992	(511.1, 164.8, 2000.8)
(267,52)	-2.801865	(568.6, 149.0, 2000.8)
(274,52)	-0.2565613	(577.3, 147.4, 2000.8)
(77,53)	-0.09280396	(331.1, 146.6, 2002.1)
(103,53)	-0.04180908	(363.6, 149.5, 2002.1)
(179,53)	-0.1520081	(458.6, 157.5, 2002.1)
(203,53)	-5.208099	(488.6, 163.5, 2002.1)
(213,53)	-0.05702209	(501.1, 167.2, 2002.1)
(225,53)	-0.01759338	(516.1, 165.6, 2002.1)
(228,53)	-0.3446045	(519.8, 165.3, 2002.1)
(266,53)	-0.1240387	(567.3, 148.2, 2002.1)
(268,53)	-0.007843018	(569.8, 149.8, 2002.1)
(49,54)	-0.01365662	(296.1, 144.2, 2003.3)
(81,54)	-0.1176147	(336.1, 146.6, 2003.3)
(83,54)	-0.007110596	(338.6, 146.7, 2003.3)
(88,54)	-0.3104095	(344.8, 147.6, 2003.3)
(89,54)	-0.09083557	(346.1, 147.9, 2003.3)
(97,54)	-0.2880096	(356.1, 149.1, 2003.3)
(103,54)	-0.09188843	(363.6, 149.6, 2003.3)
(117,54)	-2.70607	(381.1, 153.0, 2003.3)
(139,54)	-0.07643127	(408.6, 153.3, 2003.3)
(140,54)	-0.3565826	(409.8, 153.7, 2003.3)
(144,54)	-0.1186981	(414.8, 154.2, 2003.3)
(172,54)	-0.06738281	(449.8, 156.1, 2003.3)
(195,54)	-0.05386353	(478.6, 161.0, 2003.3)
(203,54)	-4.341293	(488.6, 163.5, 2003.3)
(240,54)	-0.2268829	(534.8, 162.8, 2003.3)
(264,54)	-0.06666565	(564.8, 149.1, 2003.3)
(268,54)	-0.07730103	(569.8, 149.2, 2003.3)
(273,54)	-0.006942749	(576.1, 145.2, 2003.3)
(276,54)	-0.05482483	(579.8, 143.7, 2003.3)
(17,55)	-0.0003814697	(256.1, 143.0, 2004.6)
(67,55)	-0.03074646	(318.6, 144.6, 2004.6)
(69,55)	-0.01875305	(321.1, 144.7, 2004.6)
(88,55)	-0.1702881	(344.8, 147.6, 2004.6)
(94,55)	-0.01806641	(352.3, 148.0, 2004.6)
(96,55)	-0.3981018	(354.8, 148.6, 2004.6)
(119,55)	-0.2213135	(383.6, 154.0, 2004.6)
(122,55)	-0.2111816	(387.3, 154.1, 2004.6)
(123,55)	-0.008605957	(388.6, 153.8, 2004.6)
(135,55)	-0.172821	(403.6, 153.8, 2004.6)
(159,55)	-0.1844635	(433.6, 156.2, 2004.6)
(187,55)	-0.0349884	(468.6, 160.2, 2004.6)
(234,55)	-0.02651978	(527.3, 165.9, 2004.6)
(263,55)	-1.646057	(563.6, 150.3, 2004.6)
(19,56)	-0.001037598	(258.6, 143.0, 2005.8)
(114,56)	-0.002441406	(377.3, 153.9, 2005.8)
(117,56)	-0.01913452	(381.1, 155.4, 2005.8)
(127,56)	-1.786545	(393.6, 153.7, 2005.8)
(129,56)	-0.06523132	(396.1, 154.4, 2005.8)
(175,56)	-1.332947	(453.6, 157.5, 2005.8)
(181,56)	-0.04737854	(461.1, 159.8, 2005.8)
(195,56)	-0.05529785	(478.6, 162.1, 2005.8)
(214,56)	-0.1850128	(502.3, 170.9, 2005.8)
(218,56)	-0.012146	(507.3, 169.4, 2005.8)
(272,56)	-0.2375488	(574.8, 146.1, 2005.8)
(91,57)	-0.1997681	(348.6, 149.2, 2007.1)
(92,57)	-0.003082275	(349.8, 149.3, 2007.1)
(93,57)	-0.3646088	(351.1, 149.5, 2007.1)
(115,57)	-0.0506897	(378.6, 155.2, 2007.1)
(117,57)	-0.09854126	(381.1, 154.9, 2007.1)
(123,57)	-0.1459961	(388.6, 155.6, 2007.1)
(126,57)	-0.1007385	(392.3, 154.9, 2007.1)
(160,57)	-0.01335144	(434.8, 157.1, 2007.1)
(221,57)	-0.003662109	(511.1, 170.1, 2007.1)
(255,57)	-0.1458588	(553.6, 155.7, 2007.1)
(259,57)	-0.19104	(558.6, 154.2, 2007.1)
(260,57)	-0.319809	(559.8, 153.9, 2007.1)
(68,58)	-0.02522278	(319.8, 145.0, 2008.3)
(75,58)	-0.1073608	(328.6, 146.1, 2008.3)
(78,58)	-0.04283142	(332.3, 147.7, 2008.3)
(81,58)	-0.3922272	(336.1, 148.4, 2008.3)
(187,58)	-0.01487732	(468.6, 161.8, 2008.3)
(189,58)	-0.1087952	(471.1, 161.9, 2008.3)
(197,58)	-0.08026123	(481.1, 164.6, 2008.3)
(239,58)	-0.2048187	(533.6, 166.5, 2008.3)
(271,58)	-0.01820374	(573.6, 148.3, 2008.3)
(76,59)	-0.07749939	(329.8, 146.8, 2009.6)
(88,59)	-0.1962585	(344.8, 149.5, 2009.6)
(112,59)	-0.1871948	(374.8, 154.1, 2009.6)
(123,59)	-0.08909607	(388.6, 155.9, 2009.6)
(218,59)	-0.09225464	(507.3, 172.6, 2009.6)
(250,59)	-0.04911804	(547.3, 159.3, 2009.6)
(269,59)	-0.5052795	(571.1, 149.6, 2009.6)
(275,59)	-0.002563477	(578.6, 144.9, 2009.6)
(86,60)	-0.1443024	(342.3, 149.8, 2010.8)
(104,60)	-0.04161072	(364.8, 152.9, 2010.8)
(111,60)	-0.007888794	(373.6, 153.9, 2010.8)
(120,60)	-0.00340271	(384.8, 156.4, 2010.8)
(190,60)	-0.09968567	(472.3, 163.0, 2010.8)
(226,60)	-0.1373749	(517.3, 176.4, 2010.8)
(232,60)	-0.02420044	(524.8, 173.1, 2010.8)
(233,60)	-0.03460693	(526.1, 172.7, 2010.8)
(246,60)	-0.2121124	(542.3, 162.8, 2010.8)
(5,61)	-0.009155273	(241.1, 143.2, 2012.1)
(83,61)	-2.026108	(338.6, 150.7, 2012.1)
(94,61)	-0.1568146	(352.3, 151.1, 2012.1)
(99,61)	-0.5186157	(358.6, 151.2, 2012.1)
(147,61)	-0.6485443	(418.6, 157.1, 2012.1)
(160,61)	-0.1264954	(434.8, 158.7, 2012.1)
(180,61)	-0.1166077	(459.8, 160.9, 2012.1)
(182,61)	-0.07002258	(462.3, 160.8, 2012.1)
(219,61)	-0.1477509	(508.6, 174.3, 2012.1)
(221,61)	-0.01856995	(511.1, 174.9, 2012.1)
(257,61)	-0.04830933	(556.1, 157.9, 2012.1)
(268,61)	-0.08409119	(569.8, 153.3, 2012.1)
(273,61)	-0.6022034	(576.1, 147.2, 2012.1)
(293,61)	-0.02165222	(601.1, 141.8, 2012.1)
(4,62)	-0.004135132	(239.8, 143.2, 2013.3)
(75,62)	-0.3965759	(328.6, 147.8, 2013.3)
(88,62)	-0.003494263	(344.8, 151.1, 2013.3)
(96,62)	-0.09570313	(354.8, 152.5, 2013.3)
(104,62)	-0.1035461	(364.8, 153.8, 2013.3)
(105,62)	-0.320343	(366.1, 154.0, 2013.3)
(107,62)	-0.2737885	(368.6, 154.2, 2013.3)
(127,62)	-0.2484741	(393.6, 157.4, 2013.3)
(145,62)	-1.224518	(416.1, 157.6, 2013.3)
(153,62)	-0.1364136	(426.1, 158.4, 2013.3)
(171,62)	-1.405029	(448.6, 159.0, 2013.3)
(186,62)	-0.07087708	(467.3, 163.2, 2013.3)
(191,62)	-0.4043274	(473.6, 167.0, 2013.3)
(237,62)	-0.0422821	(531.1, 170.7, 2013.3)
(263,62)	-0.09410095	(563.6, 154.8, 2013.3)
(268,62)	-0.05012512	(569.8, 153.4, 2013.3)
(59,63)	-0.02191162	(308.6, 145.1, 2014.6)
(103,63)	-1.850067	(363.6, 154.3, 2014.6)
(106,63)	-0.2016754	(367.3, 154.7, 2014.6)
(109,63)	-1.247299	(371.1, 154.4, 2014.6)
(132,63)	-0.06611633	(399.8, 158.1, 2014.6)
(144,63)	-0.3467865	(414.8, 158.6, 2014.6)
(171,63)	-1.409943	(448.6, 159.0, 2014.6)
(173,63)	-0.01747131	(451.1, 159.4, 2014.6)
(185,63)	-0.2137604	(466.1, 163.6, 2014.6)
(274,63)	-0.1158142	(577.3, 148.4, 2014.6)
(275,63)	-1.794617	(578.6, 147.9, 2014.6)
(59,64)	-0.001037598	(308.6, 145.0, 2015.8)
(97,64)	-0.06163025	(356.1, 153.4, 2015.8)
(109,64)	-0.03259277	(371.1, 156.1, 2015.8)
(121,64)	-0.03096008	(386.1, 159.2, 2015.8)
(122,64)	-0.002593994	(387.3, 158.5, 2015.8)
(126,64)	-0.03085327	(392.3, 159.1, 2015.8)
(128,64)	-0.1109467	(394.8, 158.8, 2015.8)
(136,64)	-0.07575989	(404.8, 158.8, 2015.8)
(161,64)	-0.01390076	(436.1, 160.7, 2015.8)
(180,64)	-0.08627319	(459.8, 162.6, 2015.8)
(199,64)	-0.2091675	(483.6, 171.0, 2015.8)
(218,64)	-0.01989746	(507.3, 177.8, 2015.8)
(226,64)	-0.03312683	(517.3, 179.2, 2015.8)
(263,64)	-0.01673889	(563.6, 155.8, 2015.8)
(277,64)	-0.02427673	(581.1, 146.3, 2015.8)
(5,65)	-0.006652832	(241.1, 143.1, 2017.1)
(59,65)	-0.004425049	(308.6, 144.6, 2017.1)
(69,65)	-0.06993103	(321.1, 148.3, 2017.1)
(112,65)	-0.005020142	(374.8, 158.8, 2017.1)
(118,65)	-0.05027771	(382.3, 159.8, 2017.1)
(143,65)	-0.03692627	(413.6, 159.8, 2017.1)
(154,65)	-0.5019836	(427.3, 163.7, 2017.1)
(180,65)	-0.1019592	(459.8, 163.2, 2017.1)
(202,65)	-0.1780701	(487.3, 174.2, 2017.1)
(234,65)	-0.446701	(527.3, 178.1, 2017.1)
(252,65)	-0.01164246	(549.8, 164.4, 2017.1)
(267,65)	-0.08415222	(568.6, 154.0, 2017.1)
(280,65)	-0.2271423	(584.8, 145.2, 2017.1)
(287,65)	-0.003189087	(593.6, 143.4, 2017.1)
(57,66)	-0.06446838	(306.1, 145.8, 2018.3)
